Apis_Gene_ID,Apis_Genbank_ID,BEEBASE,OGS_v1_1,Bombus_Genbank_ID,Bombus_Gene_ID,Bombus_Description
LOC409558,XP_006568427.1,GB44281,NA,NA,NA,NA
LOC409559,XP_006567209.1,GB44123,GB14641,XP_012174036.1,LOC100651822,probable protein S-acyltransferase 23
LOC409560,XP_393068.3,GB49597,GB13047,XP_003394753.1,LOC100651635,eukaryotic translation initiation factor 4B
LOC409563,XP_397572.4,GB43551,GB19767,XP_012171800.1,LOC100652055,uncharacterized protein LOC100652055
LOC409564,XP_393070.4,GB45873,GB18645,XP_012165601.1,LOC100647900,ubiquitin conjugation factor E4 A
LOC409564,XP_006568660.1,GB45873,NA,NA,NA,NA
LOC409565,XP_006558911.1,GB41156,GB19869,NA,NA,NA
LOC409565,XP_006558912.1,GB41156,NA,NA,NA,NA
LOC409565,XP_393071.3,GB41156,NA,XP_003403221.1,LOC100645900,probable cationic amino acid transporter isoform X1
LOC409566,XP_393072.2,GB50850,GB19041,XP_012170929.1,LOC100645668,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
LOC409569,XP_397573.3,GB46598,GB12450,XP_003396416.1,LOC100645874,uncharacterized protein LOC100645874
LOC409571,XP_393076.1,GB46494,GB11674,XP_003396383.1,LOC100651640,Golgi reassembly-stacking protein 2
LOC409572,XP_016772613.1,GB51261,GB17938,XP_003399612.1,LOC100652290,TWiK family of potassium channels protein 7
LOC409573,XP_006558330.1,GB46211,GB19879,XP_012172674.1,LOC100650344,zinc finger protein 184-like isoform X2
LOC409573,XP_006558328.1,GB46211,NA,XP_012172673.1,LOC100650344,zinc finger protein 260-like isoform X1
LOC409573,XP_006558329.1,GB46211,NA,NA,NA,NA
LOC409573,XP_006558331.1,GB46211,NA,NA,NA,NA
LOC409573,XP_016772212.1,GB46211,NA,NA,NA,NA
LOC409573,XP_393077.4,GB46211,NA,NA,NA,NA
LOC409574,XP_016770714.1,GB43153,GB10352,NA,NA,NA
LOC409574,XP_006570351.1,GB43153,NA,NA,NA,NA
LOC409574,XP_006570352.1,GB43153,NA,XP_012169392.1,LOC100651694,6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase 1 isoform X1
LOC409576,XP_393080.4,GB44534,GB12280,XP_003395484.1,LOC100651717,spastin isoform X1
LOC409576,XP_006567713.1,GB44534,NA,XP_012163959.1,LOC100651717,spastin isoform X2
LOC409577,XP_623371.1,GB43553,GB15108,XP_012171802.1,LOC100643177,5'-AMP-activated protein kinase catalytic subunit alpha-2
LOC409577,XP_006560282.1,GB43553,NA,NA,NA,NA
LOC409578,XP_006560280.1,GB43554,GB18259,XP_012171807.1,LOC100651298,adapter molecule Crk
LOC409579,XP_016771108.1,GB55279,GB30306,XP_012176768.1,LOC100643999,Fanconi anemia group M protein-like
LOC409581,XP_393085.2,GB52529,GB18637,XP_003395336.1,LOC100642877,F-actin-capping protein subunit beta isoform X2
LOC409581,XP_016772987.1,GB52529,NA,NA,NA,NA
LOC409584,XP_393087.2,GB53245,GB14356,XP_012166954.1,LOC100645757,UBX domain-containing protein 6
LOC409586,XP_393089.1,GB45545,GB10916,XP_003401947.1,LOC100651975,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
LOC409587,NP_001153524.1,GB49117,GB15016,XP_003394310.1,LOC100644752,heat shock 70 kDa protein cognate 3
LOC409588,XP_006562076.1,GB55949,GB17758,NA,NA,NA
LOC409588,XP_006562069.1,GB55949,NA,NA,NA,NA
LOC409588,XP_006562070.1,GB55949,NA,XP_012169541.1,LOC100647668,putative thiamine transporter SLC35F3
LOC409588,XP_006562071.1,GB55949,NA,NA,NA,NA
LOC409588,XP_006562072.1,GB55949,NA,NA,NA,NA
LOC409588,XP_006562074.1,GB55949,NA,NA,NA,NA
LOC409588,XP_006562077.1,GB55949,NA,NA,NA,NA
LOC409588,XP_016767498.1,GB55949,NA,NA,NA,NA
LOC409588,XP_016767499.1,GB55949,NA,NA,NA,NA
LOC409589,XP_006571960.1,GB40875,GB14595,XP_012175229.1,LOC100649244,60S ribosomal protein L10
LOC409589,XP_006571958.1,GB40875,NA,NA,NA,NA
LOC409590,XP_003249456.1,GB46275,GB19434,XP_003397274.1,LOC100651604,cyclin-dependent kinase 1
LOC409593,XP_006570982.1,GB45345,GB20156,XP_012173865.1,LOC100645698,zinc finger MYND domain-containing protein 11
LOC409593,XP_393096.3,GB45345,NA,NA,NA,NA
LOC409594,XP_393097.4,GB47841,GB19172,XP_003394515.1,LOC100651714,dnaJ homolog dnj-5
LOC409595,XP_006566830.1,GB45250,GB17087,XP_012169221.1,LOC100646719,uncharacterized protein LOC100646719
LOC409596,XP_016767515.1,GB43000,GB19613,XP_012163093.1,LOC100642919,uncharacterized protein LOC100642919
LOC409596,XP_016767516.1,GB43000,NA,NA,NA,NA
LOC409596,XP_016767517.1,GB43000,NA,NA,NA,NA
LOC409598,XP_016767363.1,GB54884,NA,XP_012163591.1,LOC100644011,uncharacterized protein LOC100644011
LOC409599,XP_006561729.1,GB42696,GB12441,XP_012167648.1,LOC100645129,60S ribosomal protein L35a
LOC409599,XP_006561728.1,GB42696,NA,NA,NA,NA
LOC409600,XP_393103.2,GB42697,GB13188,XP_003398026.1,LOC100645601,SPRY domain-containing protein 7
LOC409602,XP_393105.3,GB42794,GB10192,XP_012167652.1,LOC100646914,circadian clock-controlled protein-like
LOC409603,XP_393106.3,GB50537,GB15246,XP_003401347.1,LOC100646881,coiled-coil domain-containing protein 142
LOC409604,XP_016772413.1,GB54347,GB20128,XP_003400015.1,LOC100643213,uncharacterized protein LOC100643213
LOC409604,XP_006557774.1,GB54347,NA,NA,NA,NA
LOC409604,XP_016772414.1,GB54347,NA,NA,NA,NA
LOC409604,XP_016772415.1,GB54347,NA,NA,NA,NA
LOC409604,XP_016772416.1,GB54347,NA,NA,NA,NA
LOC409606,XP_006568165.1,GB41045,GB14231,XP_012168716.1,LOC100648908,uncharacterized protein LOC100648908 isoform X3
LOC409606,XP_006568164.1,GB41045,NA,XP_012168715.1,LOC100648908,uncharacterized protein LOC100648908 isoform X1
LOC409606,XP_006568166.1,GB41045,NA,XP_012168717.1,LOC100648908,uncharacterized protein LOC100648908 isoform X5
LOC409606,XP_016767607.1,GB41045,NA,XP_003398704.1,LOC100648908,uncharacterized protein LOC100648908 isoform X4
LOC409606,XP_016767615.1,GB41045,NA,NA,NA,NA
LOC409606,XP_393109.2,GB41045,NA,XP_003398705.1,LOC100648908,uncharacterized protein LOC100648908 isoform X2
LOC409607,XP_393110.1,GB41046,GB19656,XP_003398709.1,LOC100649388,ubiquitin-conjugating enzyme E2 Q2
LOC409608,XP_006568152.1,GB41047,NA,XP_012168713.1,LOC100647228,peroxidasin-like
LOC409608,XP_016770510.1,GB41047,NA,NA,NA,NA
LOC409608,XP_016770517.1,GB41047,NA,NA,NA,NA
LOC409608,XP_016770521.1,GB41047,NA,NA,NA,NA
LOC409608,XP_016770527.1,GB41047,NA,NA,NA,NA
LOC409609,XP_393112.2,GB50242,GB16189,XP_012172083.1,LOC100647518,26S proteasome non-ATPase regulatory subunit 4
LOC409610,XP_393113.3,GB50243,GB17738,XP_012172065.1,LOC105666519,rhotekin-like isoform X1
LOC409611,XP_006563677.1,GB49985,GB13192,XP_012172010.1,LOC100650342,disintegrin and metalloproteinase domain-containing protein 10 isoform X1
LOC409611,XP_006563676.1,GB49985,NA,NA,NA,NA
LOC409611,XP_006563678.1,GB49985,NA,NA,NA,NA
LOC409611,XP_006563679.1,GB49985,NA,XP_012172011.1,LOC100650342,disintegrin and metalloproteinase domain-containing protein 10 isoform X3
LOC409611,XP_016772221.1,GB49985,NA,NA,NA,NA
LOC409613,XP_006563703.1,GB50252,GB19208,XP_012172000.1,LOC100650902,GTP-binding protein SAR1
LOC409613,XP_006563700.1,GB50252,NA,NA,NA,NA
LOC409613,XP_006563701.1,GB50252,NA,NA,NA,NA
LOC409613,XP_006563702.1,GB50252,NA,NA,NA,NA
LOC409614,XP_393116.2,GB41664,GB17465,XP_003400956.1,LOC100631065,group XIIA secretory phospholipase A2
LOC409616,XP_006559518.1,GB40405,GB14795,XP_012175127.1,LOC100643472,uncharacterized protein LOC100643472 isoform X5
LOC409616,XP_006559510.1,GB40405,NA,XP_012175122.1,LOC100643472,uncharacterized protein LOC100643472 isoform X1
LOC409616,XP_006559512.1,GB40405,NA,NA,NA,NA
LOC409616,XP_006559513.1,GB40405,NA,XP_012175124.1,LOC100643472,uncharacterized protein LOC100643472 isoform X3
LOC409616,XP_006559516.1,GB40405,NA,NA,NA,NA
LOC409616,XP_016768821.1,GB40405,NA,NA,NA,NA
LOC409616,XP_016768822.1,GB40405,NA,NA,NA,NA
LOC409617,XP_393119.3,GB48600,GB13220,XP_012164560.1,LOC100649958,ADP-ribosylation factor GTPase-activating protein 2 isoform X2
LOC409617,XP_003250419.1,GB48600,NA,XP_003395962.1,LOC100649958,ADP-ribosylation factor GTPase-activating protein 2 isoform X1
LOC409619,XP_016768511.1,GB42427,GB17753,XP_012173844.1,LOC100643020,LOW QUALITY PROTEIN: uncharacterized protein LOC100643020
LOC409620,XP_006558684.1,GB47683,GB13796,XP_012165975.1,LOC100648899,vacuolar protein sorting-associated protein 8 homolog
LOC409622,XP_393124.4,GB55056,GB15023,XP_012169478.1,LOC100649778,spermatogenesis-associated protein 20 isoform X3
LOC409622,XP_006562093.1,GB55056,NA,NA,NA,NA
LOC409622,XP_006562094.1,GB55056,NA,NA,NA,NA
LOC409624,XP_006562555.1,GB46290,GB10851,XP_003402549.2,LOC100648538,acetyl-coenzyme A synthetase
LOC409626,XP_393127.3,GB52186,NA,XP_003396093.1,LOC100646106,chymotrypsin-2-like
LOC409628,XP_393129.3,GB40336,GB12800,XP_012166272.1,LOC100648282,neutral ceramidase
LOC409628,XP_006559728.1,GB40336,NA,NA,NA,NA
LOC409628,XP_006559729.1,GB40336,NA,NA,NA,NA
LOC409628,XP_006559730.1,GB40336,NA,NA,NA,NA
LOC409631,XP_006562675.1,GB47942,GB15944,XP_012166279.1,LOC100643451,LOW QUALITY PROTEIN: transient-receptor-potential-like protein
LOC409633,XP_006561486.1,GB54525,GB15876,XP_012166282.1,LOC100649178,ras-related and estrogen-regulated growth inhibitor
LOC409633,XP_016769121.1,GB54525,NA,NA,NA,NA
LOC409634,XP_006566734.1,GB45265,GB19071,NA,NA,NA
LOC409634,XP_006566733.1,GB45265,NA,NA,NA,NA
LOC409634,XP_006566735.1,GB45265,NA,XP_012169249.1,LOC100642893,uncharacterized protein LOC100642893 isoform X1
LOC409636,XP_016770420.1,GB44893,GB16744,XP_012169263.1,LOC100643252,phospholipid scramblase 2-like isoform X4
LOC409636,XP_006566737.2,GB44893,NA,XP_012169252.1,LOC100643252,phospholipid scramblase 2-like isoform X3
LOC409637,XP_393135.2,GB51716,GB12508,XP_003401787.1,LOC100652020,60S ribosomal protein L23a
LOC409638,XP_006559472.1,NA,GB14916,XP_012169836.1,LOC100642650,elongation of very long chain fatty acids protein AAEL008004 isoform X1
LOC409638,XP_006559470.1,NA,NA,NA,NA,NA
LOC409638,XP_006559471.1,NA,NA,NA,NA,NA
LOC409638,XP_006559473.1,NA,NA,NA,NA,NA
LOC409638,XP_006559475.1,NA,NA,XP_003399534.1,LOC100642650,elongation of very long chain fatty acids protein AAEL008004 isoform X2
LOC409638,XP_006559476.1,NA,NA,XP_012169837.1,LOC100642650,elongation of very long chain fatty acids protein AAEL008004 isoform X3
LOC409638,XP_016772517.1,NA,NA,NA,NA,NA
LOC409639,XP_393137.3,GB51513,GB12786,XP_003394534.1,LOC100644123,UPF0183 protein CG7083
LOC409640,XP_393138.2,GB51489,GB17185,XP_012176342.1,LOC100642954,proton-coupled amino acid transporter 1-like
LOC409640,XP_006560541.1,GB51489,NA,NA,NA,NA
LOC409640,XP_006560542.1,GB51489,NA,NA,NA,NA
LOC409642,XP_623136.3,GB53705,GB14389,XP_012176589.1,LOC100645283,uncharacterized protein C594.04c
LOC409642,XP_006563984.1,GB53705,NA,NA,NA,NA
LOC409642,XP_006563985.1,GB53705,NA,NA,NA,NA
LOC409642,XP_006563986.1,GB53705,NA,NA,NA,NA
LOC409643,XP_393141.2,GB53672,GB17380,XP_003394622.1,LOC100645161,failed axon connections isoform X2
LOC409643,XP_006563987.1,GB53672,NA,NA,NA,NA
LOC409644,XP_006563988.2,GB53671,GB14781,XP_012176580.1,LOC100645045,ecotropic viral integration site 5 ortholog isoform X2
LOC409645,XP_393143.2,GB44300,GB12222,XP_012165754.1,LOC105665927,protein FAM195A
LOC409646,XP_016770148.1,GB46448,GB15921,XP_012165359.1,LOC100649257,cationic amino acid transporter 3 isoform X1
LOC409646,XP_006570076.1,GB46448,NA,NA,NA,NA
LOC409646,XP_006570077.1,GB46448,NA,NA,NA,NA
LOC409646,XP_006570078.1,GB46448,NA,NA,NA,NA
LOC409646,XP_006570079.1,GB46448,NA,NA,NA,NA
LOC409646,XP_393144.3,GB46448,NA,NA,NA,NA
LOC409647,XP_006564409.1,GB47250,GB14575,XP_012168831.1,LOC100649742,THO complex subunit 1 isoform X1
LOC409647,XP_006564407.1,GB47250,NA,NA,NA,NA
LOC409647,XP_006564408.1,GB47250,NA,NA,NA,NA
LOC409647,XP_393145.3,GB47250,NA,XP_003398870.1,LOC100649742,THO complex subunit 1 isoform X2
LOC409648,XP_393146.1,GB50885,GB17058,XP_003398291.1,LOC100648447,uncharacterized protein LOC100648447
LOC409649,XP_016770062.1,GB50890,GB19862,NA,NA,NA
LOC409649,XP_006566273.1,GB50890,NA,NA,NA,NA
LOC409649,XP_006566274.1,GB50890,NA,XP_012167746.1,LOC100642340,solute carrier organic anion transporter family member 5A1 isoform X1
LOC409650,XP_393148.4,GB50891,GB14105,XP_003398230.1,LOC100651334,solute carrier organic anion transporter family member 2A1
LOC409650,XP_016770061.1,GB50891,NA,NA,NA,NA
LOC409653,XP_393151.1,GB55823,GB14373,XP_003394246.1,LOC100647213,tRNA-splicing ligase RtcB homolog
LOC409655,XP_016772447.1,GB47584,GB13997,NA,NA,NA
LOC409655,XP_016772463.1,GB47584,GB30071,NA,NA,NA
LOC409655,XP_016772445.1,GB47584,NA,XP_012173744.1,LOC100646444,uncharacterized protein LOC100646444
LOC409655,XP_016772446.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772448.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772449.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772450.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772451.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772452.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772453.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772454.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772455.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772456.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772457.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772458.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772459.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772460.1,GB47584,NA,NA,NA,NA
LOC409655,XP_016772461.1,GB47584,NA,XP_012173745.1,LOC100646566,drebrin-like protein
LOC409655,XP_016772462.1,GB47584,NA,NA,NA,NA
LOC409658,XP_393156.4,GB52975,GB14270,XP_012163063.1,LOC100643686,uncharacterized protein LOC100643686
LOC409658,XP_016767287.1,GB52975,NA,NA,NA,NA
LOC409659,XP_006567174.1,GB44103,GB20127,XP_003394996.1,LOC100651598,protein LTV1 homolog
LOC409662,XP_393160.1,GB44113,GB13421,XP_012174083.1,LOC100649644,5'-AMP-activated protein kinase subunit beta-1
LOC409662,XP_006567190.1,GB44113,NA,NA,NA,NA
LOC409662,XP_006567191.1,GB44113,NA,NA,NA,NA
LOC409663,XP_393161.2,GB47104,GB19988,XP_003394100.1,LOC100649284,lysozyme 2-like
LOC409663,XP_006571846.1,GB47104,NA,NA,NA,NA
LOC409664,XP_006563480.1,GB50141,GB19898,XP_012172446.1,LOC100649639,erythroid differentiation-related factor 1
LOC409664,XP_393162.3,GB50141,NA,NA,NA,NA
LOC409665,XP_016772046.1,GB50099,GB15581,XP_012172432.1,LOC100649516,uncharacterized protein LOC100649516 isoform X2
LOC409665,XP_006563464.2,GB50099,NA,NA,NA,NA
LOC409665,XP_016772047.1,GB50099,NA,NA,NA,NA
LOC409665,XP_016772048.1,GB50099,NA,NA,NA,NA
LOC409666,XP_006563474.1,GB50101,GB15676,XP_012172429.1,LOC100649393,ABC transporter G family member 20 isoform X1
LOC409666,XP_006563475.1,GB50101,NA,NA,NA,NA
LOC409666,XP_006563476.1,GB50101,NA,NA,NA,NA
LOC409666,XP_006563477.1,GB50101,NA,NA,NA,NA
LOC409666,XP_016772050.1,GB50101,NA,NA,NA,NA
LOC409667,XP_393165.3,GB50136,GB17541,XP_003401282.1,LOC100649035,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
LOC409667,XP_016772054.1,GB50136,NA,NA,NA,NA
LOC409668,XP_393166.2,GB55873,GB11336,XP_003398366.1,LOC100647742,proteasome inhibitor PI31 subunit
LOC409668,XP_006561280.1,GB55873,NA,NA,NA,NA
LOC409669,XP_016769803.1,NA,GB10845,XP_012168086.1,LOC100648104,protein tyrosine phosphatase type IVA 1
LOC409669,XP_006561279.1,NA,NA,NA,NA,NA
LOC409669,XP_016769800.1,NA,NA,NA,NA,NA
LOC409669,XP_016769801.1,NA,NA,NA,NA,NA
LOC409669,XP_016769802.1,NA,NA,NA,NA,NA
LOC409670,XP_016769795.1,GB55881,GB16135,XP_012168088.1,LOC100648366,solute carrier organic anion transporter family member 5A1
LOC409670,XP_016769794.1,GB55881,NA,NA,NA,NA
LOC409670,XP_016769796.1,GB55881,NA,NA,NA,NA
LOC409670,XP_016769797.1,GB55881,NA,NA,NA,NA
LOC409671,XP_393169.1,GB52616,GB18025,XP_012167954.1,LOC100645255,LOW QUALITY PROTEIN: beta-catenin-like protein 1
LOC409671,XP_006565611.2,GB52616,NA,NA,NA,NA
LOC409671,XP_016769886.1,GB52616,NA,NA,NA,NA
LOC409672,XP_006565607.1,GB52645,GB17458,XP_012167942.1,LOC100644770,pinin isoform X1
LOC409673,XP_393171.4,GB52621,GB13768,XP_003398253.2,LOC100644263,LOW QUALITY PROTEIN: DNA polymerase epsilon catalytic subunit A
LOC409674,XP_393172.2,GB50510,GB13349,XP_012172382.1,LOC100644348,uncharacterized protein LOC100644348 isoform X1
LOC409674,XP_006561101.1,GB50510,NA,XP_003401569.1,LOC100644348,uncharacterized protein LOC100644348 isoform X2
LOC409674,XP_016772163.1,GB50510,NA,XP_012172383.1,LOC100644348,uncharacterized protein LOC100644348 isoform X3
LOC409675,XP_393173.2,GB52212,GB16469,NA,NA,NA
LOC409675,XP_006561354.1,GB52212,NA,NA,NA,NA
LOC409676,XP_393174.1,GB49896,GB18398,XP_012170851.1,LOC100646197,kinesin-like protein KIF3B
LOC409677,NP_001035324.1,GB49890,GB17434,XP_003400124.1,LOC100647041,cytochrome P450 6a2-like
LOC409678,XP_016767946.1,GB48868,GB14968,XP_012173571.1,LOC100646367,ankycorbin isoform X1
LOC409680,XP_006563714.1,GB49969,GB18478,NA,NA,NA
LOC409680,XP_003250302.1,GB49969,NA,NA,NA,NA
LOC409680,XP_006563712.1,GB49969,NA,XP_003400981.1,LOC100651733,tubby-related protein 4
LOC409680,XP_006563713.1,GB49969,NA,NA,NA,NA
LOC409681,XP_393179.1,GB50255,GB20050,XP_012172080.1,LOC100643424,RWD domain-containing protein 1
LOC409681,XP_006563710.1,GB50255,NA,NA,NA,NA
LOC409682,XP_006563718.1,GB49967,GB17291,XP_003401068.1,LOC100642264,NADP-dependent malic enzyme isoform X1
LOC409682,XP_006563719.1,GB49967,NA,XP_003401069.1,LOC100642264,NADP-dependent malic enzyme isoform X2
LOC409686,XP_006567743.1,GB44523,GB14024,XP_012173204.1,LOC100645930,NACHT and WD repeat domain-containing protein 1
LOC409686,XP_006567742.1,GB44523,NA,NA,NA,NA
LOC409688,XP_006557795.1,GB54379,GB19588,XP_003402210.1,LOC100644830,cleavage stimulation factor subunit 1
LOC409689,XP_393186.1,GB47383,GB19235,XP_003392963.1,LOC100645155,U4/U6 small nuclear ribonucleoprotein Prp4
LOC409690,XP_006570895.1,GB47502,GB14152,XP_012174929.1,LOC100644590,uncharacterized protein LOC100644590 isoform X1
LOC409690,XP_006570894.1,GB47502,NA,NA,NA,NA
LOC409691,XP_393189.1,GB42529,GB16454,XP_012166576.1,LOC100645949,signal peptide peptidase-like 3
LOC409691,XP_006559877.1,GB42529,NA,NA,NA,NA
LOC409692,XP_006558077.2,GB46342,GB19179,XP_003397354.1,LOC100651761,disintegrin and metalloproteinase domain-containing protein 10-like isoform X1
LOC409693,XP_393191.2,GB46291,GB13599,XP_012166076.1,LOC105665951,inositol monophosphatase 1
LOC409695,XP_006572499.2,GB49010,GB11508,NA,NA,NA
LOC409696,XP_393194.2,GB42714,GB13651,XP_012167678.1,LOC100647303,splicing factor 45
LOC409697,NP_001229316.1,GB44213,GB13109,XP_012171339.1,LOC100645301,filamin-A isoform X3
LOC409698,XP_393196.4,GB48660,GB14601,XP_003395546.1,LOC100649374,LOW QUALITY PROTEIN: probable cardiolipin synthase (CMP-forming)
LOC409699,NP_001229394.1,GB51372,GB19286,NA,NA,NA
LOC409701,XP_006568554.1,GB46547,GB19421,XP_003398703.1,LOC100648567,uncharacterized protein LOC100648567
LOC409701,XP_393199.3,GB46547,NA,NA,NA,NA
LOC409702,XP_016769917.1,GB51035,GB10179,XP_012171819.1,LOC100650662,folliculin-interacting protein 1 isoform X1
LOC409703,XP_393201.5,GB55995,GB16089,XP_012175944.1,LOC100643796,uncharacterized protein LOC100643796
LOC409703,XP_016766729.1,GB55995,NA,NA,NA,NA
LOC409704,XP_393202.3,GB51937,GB11344,XP_003393427.1,LOC100643840,poly(A) polymerase type 3
LOC409704,XP_006571093.1,GB51937,NA,NA,NA,NA
LOC409706,XP_393204.1,GB51943,GB17865,XP_003393406.1,LOC100651188,short coiled-coil protein B isoform X3
LOC409707,XP_393205.4,GB53574,GB14065,XP_003402888.1,LOC100643391,lachesin-like
LOC409707,XP_006570603.1,GB53574,NA,NA,NA,NA
LOC409708,XP_016768147.1,GB53578,GB10584,XP_003402889.2,LOC100643512,glucosylceramidase-like isoform X1
LOC409708,XP_006570610.1,GB53578,NA,NA,NA,NA
LOC409708,XP_006570611.1,GB53578,NA,NA,NA,NA
LOC409708,XP_006570612.1,GB53578,NA,NA,NA,NA
LOC409708,XP_016768148.1,GB53578,NA,NA,NA,NA
LOC409709,XP_393208.1,GB53579,GB13722,XP_003402892.1,LOC100643871,LOW QUALITY PROTEIN: glucosylceramidase-like
LOC409711,XP_016771828.1,GB55676,GB14845,NA,NA,NA
LOC409711,XP_016771821.1,GB55676,NA,XP_012171867.1,LOC100651897,liprin-beta-2 isoform X1
LOC409711,XP_016771822.1,GB55676,NA,XP_012171868.1,LOC100651897,liprin-beta-1 isoform X2
LOC409711,XP_016771823.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771824.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771825.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771826.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771827.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771829.1,GB55676,NA,XP_012171870.1,LOC100651897,kazrin isoform X4
LOC409711,XP_016771830.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771831.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771832.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771833.1,GB55676,NA,NA,NA,NA
LOC409711,XP_016771834.1,GB55676,NA,NA,NA,NA
LOC409712,XP_393211.4,GB50239,GB11251,XP_012172085.1,LOC100649947,short/branched chain specific acyl-CoA dehydrogenase%2C mitochondrial
LOC409713,XP_006563660.1,GB49990,GB15113,NA,NA,NA
LOC409713,XP_006563658.1,GB49990,NA,XP_012172088.1,LOC100643137,protein hu-li tai shao isoform X2
LOC409713,XP_006563659.1,GB49990,NA,XP_012172089.1,LOC100643137,protein hu-li tai shao isoform X3
LOC409713,XP_016772164.1,GB49990,NA,XP_012172087.1,LOC100643137,protein hu-li tai shao isoform X1
LOC409713,XP_016772165.1,GB49990,NA,NA,NA,NA
LOC409714,XP_006568105.1,GB40282,GB11354,XP_012170873.1,LOC100648338,uncharacterized protein LOC100648338 isoform X2
LOC409714,XP_006568104.1,GB40282,NA,NA,NA,NA
LOC409714,XP_016771367.1,GB40282,NA,NA,NA,NA
LOC409714,XP_016771368.1,GB40282,NA,XP_012170872.1,LOC100648338,uncharacterized protein LOC100648338 isoform X1
